BUSINESS_NAME,LICENCEE_NAME,LICENCE,CIVIC_ADDRESS,MAILING_ADDRESS,APPLICATION_DATE,APPROVED_DATE,LICENCE_STATE,RESIDENT_STATUS,IMBL,YEAR_OPENED,NAICS_CODE,NAICS_DESCRIPTION,NWID,PROPERTY_NUMBER,ObjectId
ABC ACADEMY - AFTER SCHOOL CLUB,ABC ACADEMY - CHILDREN'S LEARNING CENTER LTD,132657,"201-615 EIGHTH ST
NEW WESTMINSTER BC  V3M 3S3",,20190826000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1324
ABC ACADEMY - AFTER SCHOOL CLUB,ABC ACADEMY - CHILDREN'S LEARNING CENTER LTD,132657,"203-615 EIGHTH ST
NEW WESTMINSTER BC  V3M 3S3",,20190826000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1325
ABC ACADEMY - AFTER SCHOOL CLUB,ABC ACADEMY - CHILDREN'S LEARNING CENTER LTD,132657,"202-615 EIGHTH ST
NEW WESTMINSTER BC  V3M 3S3",,20190826000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1326
PINK BUNNY DAYCARE LTD,PINK BUNNY DAYCARE LTD,132606,"347 FENTON ST
NEW WESTMINSTER BC  V3M 5J1",,20190719000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1348
SAPPERTON CHILD CARE,"YEE, GIMA",132362,"308 BRAID ST
NEW WESTMINSTER BC  V3L 3R1",,20190404000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1480
CEFA EARLY LEARNING,YOUNG MINDS CHILD CARE INC,132358,"243-610 SIXTH ST
NEW WESTMINSTER BC  V3L 3C2",,20190402000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1492
GROWING HANDS CHILDCARE CORP.,GROWING HANDS CHILDCARE CORP.,132297,"1188 EIGHTH AVE
NEW WESTMINSTER BC  V3M 2R6",,20190311000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1532
PALS AUTISM SOCIETY,PALS AUTISM SOCIETY,132123,"101 THIRD ST
NEW WESTMINSTER BC  V3L 2P9",,20190301000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1547
OHANA CHILDCARE,OHANA CHILDCARE INC,131966,"220 SIXTH ST
NEW WESTMINSTER BC  V3L 3A2",,20181108000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,1688
MONGIO EARLY LEARNING,1090289 BC LTD,131936,"600 ROYAL AVE
NEW WESTMINSTER BC  V3M 1J3",,20181026000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,1702
GOLDEN SUNSHINE DAYCARE CENTRE,"ASANTE, NANA",131825,"1320 SEVENTH AVE
NEW WESTMINSTER BC  V3M 2K1",,20180904000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,1744
BLESSED GENERATIONS ACADEMY,BLESSED GENERATIONS ACADEMY INC.,131748,"501 FOURTH AVE
NEW WESTMINSTER BC  V3L 1P3",,20180723000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,1784
ABC ACADEMY - CHILDREN'S LEARNING CENTER,"SEGBEAYA, AFI SOLANGE",131559,"160-401 EIGHTH ST
NEW WESTMINSTER BC  V3M 3R5",,20180410000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,1848
GROWING HANDS CHILDCARE CORP.,GROWING HANDS CHILDCARE CORP.,132297,"1188 EIGHTH AVE
NEW WESTMINSTER BC  V3M 2R6",,20190311000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1935
PALS AUTISM SOCIETY,PALS AUTISM SOCIETY,132123,"101 THIRD ST
NEW WESTMINSTER BC  V3L 2P9",,20190301000000,20201117,APPROVED,RESIDENT,No,2019,6244,Child day-care services,,,1950
OHANA CHILDCARE,OHANA CHILDCARE INC,131966,"220 SIXTH ST
NEW WESTMINSTER BC  V3L 3A2",,20181108000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,2093
MONGIO EARLY LEARNING,1090289 BC LTD,131936,"600 ROYAL AVE
NEW WESTMINSTER BC  V3M 1J3",,20181026000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,2107
GOLDEN SUNSHINE DAYCARE CENTRE,"ASANTE, NANA",131825,"1320 SEVENTH AVE
NEW WESTMINSTER BC  V3M 2K1",,20180904000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,2149
BLESSED GENERATIONS ACADEMY,BLESSED GENERATIONS ACADEMY INC.,131748,"501 FOURTH AVE
NEW WESTMINSTER BC  V3L 1P3",,20180723000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,2190
ABC ACADEMY - CHILDREN'S LEARNING CENTER,"SEGBEAYA, AFI SOLANGE",131559,"160-401 EIGHTH ST
NEW WESTMINSTER BC  V3M 3R5",,20180410000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,2254
KIDS ZONE FAMILY DAY CARE,"DHILLON, AMANDEEP",131386,"214 HAMPTON ST
NEW WESTMINSTER BC  V3M 0K2",,20180131000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,2315
RIVERSIDE CHILDCARE,1145803 BC LTD,131357,"140-1110 EWEN AVE
NEW WESTMINSTER BC  V3M 5E4",,20180119000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,2327
KIDS ZONE FAMILY DAY CARE,"DHILLON, AMANDEEP",131386,"214 HAMPTON ST
NEW WESTMINSTER BC  V3M 0K2",,20180131000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,2351
ROYAL CHILD CARE,"CHEN, CEN
ZHOU, MO",131198,"425 SIXTH ST
NEW WESTMINSTER BC  V3L 3B1",,20171024000000,20201117,APPROVED,RESIDENT,No,2017,6244,Child day-care services,,,2384
ACADEMICS PREKINDERGARTEN,ROYAL CITY ACADEMICS INC,131047,"300-628 SIXTH AVE
NEW WESTMINSTER BC  V3M 6Z1",,20170803000000,20201117,APPROVED,RESIDENT,No,2017,6244,Child day-care services,,,2428
POLKA DOT ART STUDIO,"HA, EUN JUNG",131012,"203-800 MCBRIDE BLVD
NEW WESTMINSTER BC  V3L 2B8",,20170717000000,20201117,APPROVED,RESIDENT,No,2017,6244,Child day-care services,,,2440
KLUB KELVIN,WESTMINSTER CHILDREN'S AFTERSCHOOL SOCIETY,130992,"1010 HAMILTON ST
NEW WESTMINSTER BC  V3M 2M9",,20170707000000,20201117,APPROVED,RESIDENT,No,2017,6244,Child day-care services,,,2444
MISTY MEADOWS,WESTMINSTER CHILDREN'S AFTERSCHOOL SOCIETY,130993,"91 COURTNEY CRES
NEW WESTMINSTER BC  V3L 4M1",,20170707000000,20210812,APPROVED,RESIDENT,No,2017,6244,Child day-care services,,,2445
PRECIOUS EARLY YEARS CHILDCARE,"WONG, VIVIEN",130551,"1209 HAMILTON ST
NEW WESTMINSTER BC  V3M 4J9",,20161223000000,20201117,APPROVED,RESIDENT,No,2017,6244,Child day-care services,,,2597
QE CLUBHOUSE,WESTMINSTER CHILDRENS AFTERSCHOOL SOCIETY,130314,"833 SALTER ST
NEW WESTMINSTER BC  V3M 6G8",,20160824000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2669
HEAD START,"BELL, CARLA",130112,"617 FOURTH AVE
NEW WESTMINSTER BC  V3M 1S5",,20160708000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2692
PRECIOUS EARLY YEARS CHILDCARE CENTRE,PRECIOUS EARLY YEARS CHILDCARE INC,130113,"1210 KINGSTON ST
NEW WESTMINSTER BC  V3M 5Y5",,20160708000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2693
READY SET GROW DAYCARE,LOWER MAINLAND PURPOSE SOCIETY,130102,"40 BEGBIE ST
NEW WESTMINSTER BC  V3M 3L9",,20160705000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2695
QE CLUBHOUSE,WESTMINSTER CHILDRENS AFTER SCHOOL SOCIETY,130105,"833 SALTER ST
NEW WESTMINSTER BC  V3M 6G8",,20160705000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2696
READY SET GROW CHILDREN'S CENTRE,LOWER MAINLAND PURPOSE SOCIETY,130104,"800 QUEENS AVE
NEW WESTMINSTER BC  V3M 0J2",,20160705000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2697
GOLDEN SUNSHINE DAYCARE,GOLDEN SUNSHINE DAYCARE INC.,130005,"402 FIRST ST
NEW WESTMINSTER BC  V3L 2G7",,20160526000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2727
HUME PARK DAYCARE,"SHQAU, ORIANA",129988,"607 E COLUMBIA ST
NEW WESTMINSTER BC  V3L 3Y1",,20160511000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2731
LAUGH AND LEARN CHILDREN CENTRE,LAUGH & LEARN CHILDREN CENTRE LTD,129914,"101-335 CARNARVON ST
NEW WESTMINSTER BC  V3L 1B9",,20160406000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2751
LEARN N' PLAY EARLY LEARNING CENTER,1030656 BC LTD,129742,"335 E COLUMBIA ST
NEW WESTMINSTER BC  V3L 3W8",,20160126000000,20201117,APPROVED,RESIDENT,No,2016,6244,Child day-care services,,,2797
FRASER MONTESSORI DAYCARE INC,FRASER MONTESSORI DAYCARE INC,129430,"835 SURREY ST
NEW WESTMINSTER BC  V3L 4W3",,20150824000000,20201117,APPROVED,RESIDENT,No,2015,6244,Child day-care services,,,2903
ST. BARNABAS DAYCARE SOCIETY,ST. BARNABAS DAYCARE SOCIETY,129369,"1005 NAPANEE ST
NEW WESTMINSTER BC  V3M 1Y5",,20150721000000,20201117,APPROVED,RESIDENT,No,2015,6244,Child day-care services,,,2926
CARTWHEELS AND CRAYONS CHILDCARE,"HARASYMCHUK, JENNIFER",129315,"1530 SIXTH AVE
NEW WESTMINSTER BC  V3M 2C7",,20150622000000,20201117,APPROVED,RESIDENT,No,2015,6244,Child day-care services,,,2942
EWEN CHILDCARE CENTRE,"CHEN, JUAN A",129194,"527 EWEN AVE
NEW WESTMINSTER BC  V3M 5B7",,20150415000000,20201117,APPROVED,RESIDENT,No,2015,6244,Child day-care services,,,2966
WILLOWBRAE CHILDCARE ACADEMY,"ZHU, BO",129186,"211-800 MCBRIDE BLVD
NEW WESTMINSTER BC  V3L 2B8",,20150410000000,20201117,APPROVED,RESIDENT,No,2015,6244,Child day-care services,,,2969
ABC ACADEMY CHILDREN'S LEARNING CENTER,"SEGBEAYA, AFI S",129168,"37 EIGHTH AVE
NEW WESTMINSTER BC  V3L 1X6",,20150331000000,20201117,APPROVED,RESIDENT,No,2015,6244,Child day-care services,,,2973
QAYQAYT CHILDREN'S CENTER,LOWER MAINLAND PURPOSE SOCIETY,128977,"85 MERIVALE ST
NEW WESTMINSTER BC  V3L 0G2",,20150109000000,20201117,APPROVED,RESIDENT,No,2015,6244,Child day-care services,,,3038
G & A & G HOLDINGS INC DBA LITTLE LAMBS CARE CENTRE,G&A&G HOLDINGS INC,128861,"317 CARNARVON ST
NEW WESTMINSTER BC  V3L 1B9",,20141107000000,20201117,APPROVED,RESIDENT,No,2014,6244,Child day-care services,,,3061
FROG HOLLOW MONTESSORI HOUSE,"KELL, HELENE",128663,"529 QUEENS AVE
NEW WESTMINSTER BC  V3L 1K2",,20140718000000,20201117,APPROVED,RESIDENT,No,2014,6244,Child day-care services,,,3106
PRECIOUS EARLY YEARS CHILDCARE,PRECIOUS EARLY YEARS CHILDCARE INC,128662,"826 TWENTIETH ST
NEW WESTMINSTER BC  V3M 4W8",,20140718000000,20201117,APPROVED,RESIDENT,No,2014,6244,Child day-care services,,,3107
RIVERSIDE CHILDCARE,1145803 BC LTD,131357,"140-1110 EWEN AVE
NEW WESTMINSTER BC  V3M 5E4",,20180119000000,20201117,APPROVED,RESIDENT,No,2018,6244,Child day-care services,,,3108
C.S. DREAMCATCHER'S DAYCARE,"SHARMA, CHARU",128667,"1008 DUBLIN ST
NEW WESTMINSTER BC  V3M 2Y8",,20140718000000,20201117,APPROVED,RESIDENT,No,2014,6244,Child day-care services,,,3109
KIDS KORNER,WESTMINSTER CHILDREN'S AFTER SCHOOL SOCIETY,128648,"85 MERIVALE ST
NEW WESTMINSTER BC  V3L 0G2",,20140710000000,20201117,APPROVED,RESIDENT,No,2014,6244,Child day-care services,,,3114
ARCHER DAYCARE,"CHEN, CEN",128393,"310 ARCHER ST
NEW WESTMINSTER BC  V3L 4E2",,20140317000000,20201117,APPROVED,RESIDENT,No,2014,6244,Child day-care services,,,3163
HAPPY LEARNING CHILDCARE CENTER,0975366 B.C. LTD,127770,"2201 EIGHTH AVE
NEW WESTMINSTER BC  V3M 2T9",,20130708000000,20201117,APPROVED,RESIDENT,No,2013,6244,Child day-care services,,,3288
QUEENSBOROUGH K.I.D.S.,KOLUMBIA IN DAYCARE SOCIETY,127742,"236 ROSS DR
NEW WESTMINSTER BC  V3L 0B2",,20130626000000,20201117,APPROVED,RESIDENT,No,2013,6244,Child day-care services,,,3295
LITTLE SCHOOL HOUSE DAYCARE,"VILLAMERA, INOCENTA S",127734,"1020 NAPANEE ST
NEW WESTMINSTER BC  V3M 0C2",,20130624000000,20201117,APPROVED,RESIDENT,No,2013,6244,Child day-care services,,,3298
MUNCHKIN MANOR EARLY YEARS CHILD CARE CENTRE,"CVJETAN, KARMENA",127681,"497 GLENBROOK DR
NEW WESTMINSTER BC  V3L 5K2",,20130603000000,20201117,APPROVED,RESIDENT,No,2013,6244,Child day-care services,,,3309
GLENBROOKE DAYCARE (AFTERSCHOOL),GLENBROOKE DAYCARE (AFTERSCHOOL),127662,"701 SIXTH ST
NEW WESTMINSTER BC  V3L 3C6",,20130522000000,20201117,APPROVED,RESIDENT,No,2013,6244,Child day-care services,,,3312
KIDS & COMPANY  NEW WESTMINSTER,KIDS & COMPANY LTD,127576,"281 NELSON'S CRT
NEW WESTMINSTER BC  V3L 0E3",,20130412000000,20201117,APPROVED,RESIDENT,No,2013,6244,Child day-care services,,,3328
FRASER MONTESSORI DAYCARE INC,FRASER MONTESSORI DAYCARE INC,127569,"1917 MARINE WAY
NEW WESTMINSTER BC  V3M 2E4",,20130410000000,20201117,APPROVED,RESIDENT,No,2013,6244,Child day-care services,,,3329
"DHILLON, AMANDEEP","DHILLON, AMANDEEP",127301,"1233 SALTER ST
NEW WESTMINSTER BC  V3M 6W9",,20121220000000,20201117,APPROVED,RESIDENT,No,2012,6244,Child day-care services,,,3374
SEEDS AND ROOTS MONTESSORI SCHOOL,"KHIMANI, TASNEEM",126919,"1630 EDINBURGH ST
NEW WESTMINSTER BC  V3M 2W8",,20120704000000,20201117,APPROVED,RESIDENT,No,2012,6244,Child day-care services,,,3432
NEW WEST MONTESSORI DAYCARE,"SHAHAB, SUBICA",126853,"609 EWEN AVE
NEW WESTMINSTER BC  V3M 5C1",,20120612000000,20201117,APPROVED,RESIDENT,No,2012,6244,Child day-care services,,,3442
123 A CHILDS WORLD,"DEDIC, JASNA",126729,"1115 DUBLIN ST
NEW WESTMINSTER BC  V3M 2Z1",,20120423000000,20201117,APPROVED,RESIDENT,No,2012,6244,Child day-care services,,,3455
HAPPY FAMILY CHILD CARE,"RAHMAN, SAJIDA",126643,"416 FOURTH ST
NEW WESTMINSTER BC  V3L 2V4",,20120320000000,20201117,APPROVED,RESIDENT,No,2012,6244,Child day-care services,,,3461
GRAHAM MONTESSORI SCHOOL,GRAHAM MONTESSORI SCHOOL,126465,"76 JAMIESON CRT
NEW WESTMINSTER BC  V3L 5R6",,20120116000000,20201117,APPROVED,RESIDENT,No,2012,6244,Child day-care services,,,3494
PRECIOUS EARLY YEARS CHILDCARE,PRECIOUS EARLY YEARS CHILDCARE INC,126129,"818 TWENTIETH ST
NEW WESTMINSTER BC  V3M 4W8",,20110826000000,20201117,APPROVED,RESIDENT,No,2011,6244,Child day-care services,,,3558
FRASER MONTESSORI DAYCARE INC,FRASER MONTESSORI DAYCARE INC,126089,"1408 FIFTH AVE
NEW WESTMINSTER BC  V3M 1Z5",,20110815000000,20201117,APPROVED,RESIDENT,No,2011,6244,Child day-care services,,,3564
LITTLE SUNFLOWERS DAYCARE,"HALLAM, SHEILA",126020,"215 E SIXTH AVE
NEW WESTMINSTER BC  V3L 4H1",,20110725000000,20201117,APPROVED,RESIDENT,No,2011,6244,Child day-care services,,,3572
DRAGON'S GROVE,WESTMINSTER CHILDREN'S AFTER SCHOOL SOCIETY,125949,"2201 LONDON ST
NEW WESTMINSTER BC  V3M 3G1",,20110630000000,20201117,APPROVED,RESIDENT,No,2011,6244,Child day-care services,,,3576
CAMBRIDGE MONTESSORI CHILDREN'S CENTRE,CAMBRIDGE MONTESSORI CHILDREN'S CENTER INC,125685,"57 SEVENTH AVE
NEW WESTMINSTER BC  V3L 1V9",,20110324000000,20201117,APPROVED,RESIDENT,No,2011,6244,Child day-care services,,,3608
MONTESSORI MINDS CHILDCARE CENTRE,"HERATH, SHAZMINA",125284,"526-1310 CARIBOO ST
NEW WESTMINSTER BC  V3M 1X2",,20101004000000,20201117,APPROVED,RESIDENT,No,2010,6244,Child day-care services,,,3672
WEE TREASURES FAMILY DAYCARE,"BARBOUR, ADRIENNE",125266,"1419 EDINBURGH ST
NEW WESTMINSTER BC  V3M 2W3",,20100928000000,20201117,APPROVED,RESIDENT,No,2010,6244,Child day-care services,,,3676
MONKEY MINDERS,"THOM, LEANNE",125231,"220 BLACKMAN ST
NEW WESTMINSTER BC  V3L 2A7",,20100914000000,20201117,APPROVED,RESIDENT,No,2010,6244,Child day-care services,,,3683
TLC DAY CARE,"OLARU, CARMEN",125052,"A-326 RICHMOND ST
NEW WESTMINSTER BC  V3L 4B8",,20100621000000,20201117,APPROVED,RESIDENT,No,2010,6244,Child day-care services,,,3711
HUMMINGBIRDS,"SCHULTE, GISELA",124537,"315 SIMPSON ST
NEW WESTMINSTER BC  V3L 3K1",,20091117000000,20201117,APPROVED,RESIDENT,No,2009,6244,Child day-care services,,,3766
MERSEYSIDE MONTESSORI SCHOOL,"MEAUSETTE, JEREMY",124433,"401 EWEN AVE
NEW WESTMINSTER BC  V3M 5B5",,20091002000000,20201117,APPROVED,RESIDENT,No,2002,6244,Child day-care services,,,3778
GAIL'S FAMILY DAYCARE,"ERWIN, GAIL",124273,"1433 DUBLIN ST
NEW WESTMINSTER BC  V3M 2Z3",,20090714000000,20201117,APPROVED,RESIDENT,No,2009,6244,Child day-care services,,,3794
THE MOTHERSHIP FAMILY DAYCARE,"TAYLOR, KATHRYN",124210,"358 KEARY ST
NEW WESTMINSTER BC  V3L 3L3",,20090608000000,20201117,APPROVED,RESIDENT,No,2009,6244,Child day-care services,,,3799
GRAHAM MONTESSORI INC.,GRAHAM MONTESSORI INC.,124198,"2-1001 ROYAL AVE
NEW WESTMINSTER BC  V3M 1K3",,20090602000000,20201117,APPROVED,RESIDENT,No,2009,6244,Child day-care services,,,3800
ONE SHINING MOMENT CHILD CARE CENTER,"OGUNDEHINDE, JAYNE",124178,"1-229 FOURTH ST
NEW WESTMINSTER BC",,20090525000000,20201117,APPROVED,RESIDENT,No,2009,6244,Child day-care services,,,3803
LITTLE FEET FAMILY DAYCARE,"HOGAN, STEPHANIE",124155,"116 EIGHTH AVE
NEW WESTMINSTER BC  V3L 1X8",,20090512000000,20201117,APPROVED,RESIDENT,No,2009,6244,Child day-care services,,,3804
A DIAMOND DAYCARE,"MCMULLEN, TIFFANY",123675,"807 SANGSTER PL
NEW WESTMINSTER BC  V3L 4L7",,20080911000000,20201117,APPROVED,RESIDENT,No,2008,6244,Child day-care services,,,3848
CORE EDUCATION & FINE ARTS,YOUNG MINDS CHILD CARE INC,123626,"725 CARNARVON ST
NEW WESTMINSTER BC  V3M 1E6",,20080811000000,20201117,APPROVED,RESIDENT,No,2008,6244,Child day-care services,,,3852
QE CLUB HOUSE,WESTMINSTER CHILDREN'S AFTER SCHOOL SOCIETY,123491,"833 SALTER ST
NEW WESTMINSTER BC  V3M 6G8",,20080526000000,20201117,APPROVED,RESIDENT,No,2008,6244,Child day-care services,,,3870
LITTLE JJ'S,"ACOSTA, MARILU",123335,"343 E EIGHTH AVE
NEW WESTMINSTER BC  V3L 4K7",,20080313000000,20201117,APPROVED,RESIDENT,No,2008,6244,Child day-care services,,,3889
KOLUMBIA INN DAYCARE SOCIETY,KOLUMBIA INN DAYCARE SOCIETY,123234,"236 ROSS DR
NEW WESTMINSTER BC  V3L 0B2",,20080125000000,20201117,APPROVED,RESIDENT,No,2008,6244,Child day-care services,,,3900
BEE DAYCARE,JENNY BAO,123139,"115 SINCLAIR AVE
NEW WESTMINSTER BC  V3L 1Z8",,20071203000000,20201117,APPROVED,RESIDENT,No,2007,6244,Child day-care services,,,3914
ELSA'S FAMILY CHILD CARE,"HUESCA DE RUIZ, ELSA",122934,"734 THIRTEENTH ST
NEW WESTMINSTER BC  V3M 4M7",,20070817000000,20201117,APPROVED,RESIDENT,No,2007,6244,Child day-care services,,,3945
ACADEMIC MONTESSORI SCHOOL,"NATH, NORITA",122801,"403 E COLUMBIA ST
NEW WESTMINSTER BC  V3L 3X2",,20070530000000,20201117,APPROVED,RESIDENT,No,2007,6244,Child day-care services,,,3959
SUNNY SMILES FAMILY DAYCARE,"MCGREGOR, FIONA",122720,"325 LOUELLEN ST
NEW WESTMINSTER BC  V3M 4G6",,20070326000000,20201117,APPROVED,RESIDENT,No,2007,6244,Child day-care services,,,3965
JOANNE'S FAMILY DAYCARE,"SMITH, JOANNE",122445,"1118 SEVENTH AVE
NEW WESTMINSTER BC  V3M 2J5",,20061031000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,3987
SOMEWHERE TO GROW MONTESSORI,"DUFFY, LEANNE",122019,"1320 SEVENTH AVE
NEW WESTMINSTER BC  V3M 2K1",,20060607000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4005
QUEEN'S PARK DAYCARE,"TOMALTY, MARIA E",122021,"131 THIRD ST
NEW WESTMINSTER BC  V3L 2R1",,20060329000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4018
BANANAS FAMILY DAY CARE,"SAYABOC, VICTORIANA",122016,"1212 TENTH AVE
NEW WESTMINSTER BC  V3M 3H8",,20060321000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4020
DOUGLAS COLLEGE EARLY CHILDHOOD EDUCATION CENTER,DOUGLAS COLLEGE E.C.E. SOCIETY,122024,"2814-700 ROYAL AVE
NEW WESTMINSTER BC  V3M 5Z5",,20060321000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4021
MARYLOU'S FAMILY DAY CARE,"PATRICIO, LOURDES",122003,"1024 EDINBURGH ST
NEW WESTMINSTER BC  V3M 2V5",,20060320000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4022
SUNSHINE DAY CARE,"BOWMAN, COLLEEN",122006,"326 BLACKMAN ST
NEW WESTMINSTER BC  V3L 2A7",,20060320000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4023
QUALITY FAMILY DAY CARE,"AHUJA, URVASHI",122005,"1305 NANAIMO ST
NEW WESTMINSTER BC  V3M 2G1",,20060320000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4024
DD'S FAMILY PLAYHOUSE,"DEACON, DIANE",121739,"440 FOURTEENTH ST
NEW WESTMINSTER BC  V3M 4N9",,20051215000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4067
GLENBROOKE DAYCARE,GLENBROOKE DAYCARE,121735,"320 EIGHTH AVE
NEW WESTMINSTER BC  V3L 2W4",,20051215000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4068
DEDIC FAMILY DAY CARE,"DEDIC, IKMETA",121740,"1015 EIGHTH AVE
NEW WESTMINSTER BC  V3M 2R5",,20051215000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4069
KIDDIE CASTLE DAYCARE,"ALI, ONAIZA",121747,"1221 SEVENTH AVE
NEW WESTMINSTER BC  V3M 2J8",,20051215000000,20201117,APPROVED,RESIDENT,No,2006,6244,Child day-care services,,,4070
