BUSINESS_NAME,LICENCEE_NAME,LICENCE,CIVIC_ADDRESS,MAILING_ADDRESS,APPLICATION_DATE,APPROVED_DATE,LICENCE_STATE,RESIDENT_STATUS,IMBL,YEAR_OPENED,NAICS_CODE,NAICS_DESCRIPTION,NWID,PROPERTY_NUMBER,ObjectId
MONARCH ROOFING SERVICES,"GALINDO SANTOS, NOE C",133596,"221 TOWNSEND PL
NEW WESTMINSTER BC  V3L 1L4",,20201208000000,20201210,APPROVED,RESIDENT,No,2020,238160,Roofing contractors,,,637
3A TALENT LLP,"ERICKSON, SEVERINE",133597,"1508-898 CARNARVON ST
NEW WESTMINSTER BC  V3M 0C3",,20201208000000,20210222,APPROVED,RESIDENT,No,2020,711,"Arts, entertainment & recreation / Performing arts, spectator sports & related",,,638
SUSSEX INSURANCE AGENCY,0863981 BC LTD,133592,"805 BOYD ST
NEW WESTMINSTER BC  V3M 5X2",,20201207000000,20201224,APPROVED,RESIDENT,No,2020,524,Finance & insurance / Insurance carriers & related activities,,,639
RMK CONSTRUCTION,"KNUTSON, RON",133590,"53-323 GOVERNORS CRT
NEW WESTMINSTER BC  V3L 5S6",,20201207000000,20211130,APPROVED,RESIDENT,Yes,2020,236110,Residential building construction (handyman),,,641
RMK CONSTRUCTION,"KNUTSON, RON",133589,"53-323 GOVERNORS CRT
NEW WESTMINSTER BC  V3L 5S6",,20201207000000,20211130,APPROVED,RESIDENT,No,2020,236110,Residential building construction (handyman),,,642
RIGHT STUFF TRADE LLP,RIGHT STUFF TRADE LLP,133588,"205-810 QUAYSIDE DR
NEW WESTMINSTER BC  V3M 6B9",,20201204000000,20201224,APPROVED,RESIDENT,No,2020,41,Wholesale trade,,,643
NWTU,NEW WESTMINSTER TEACHERS' UNION,133586,"209-800 MCBRIDE BLVD
NEW WESTMINSTER BC  V3L 2B8",,20201203000000,20210712,APPROVED,RESIDENT,No,2020,5611,Office administrative services,,,644
ZOOM MOTORS,1244155 BC LTD,133585,"110-131 TWELFTH ST
NEW WESTMINSTER BC  V3M 4G9",,20201203000000,20210223,APPROVED,RESIDENT,No,2020,4411,Automobile dealers,,,645
SHAPLEY STRATEGY GROUP,JETSUN HOLDINGS INC,133591,"214 SIXTH ST
NEW WESTMINSTER BC  V3L 3A2",,20201203000000,20210111,APPROVED,RESIDENT,No,2020,54169,Other scientific and technical consulting services,,,647
KP MECHANICAL CONTRACTORS,"PROWSE, KEITH
WEBSTER, JUSTIN",133581,"BUSINESS - OUT OF TOWN
",,20201202000000,20211130,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,648
NEXRISER PROPERTY SERVICES INC,"BERGMULLER, CURTIS",133583,"407-385 GINGER DR
NEW WESTMINSTER BC  V3L 5L6",,20201202000000,20201211,APPROVED,RESIDENT,No,2020,561721,Window cleaning,,,649
CITY KITTY,"BLAINE, DUSTIN R",133580,"105-1024 ST. ANDREWS ST
NEW WESTMINSTER BC  V3M 1W3",,20201202000000,20201211,APPROVED,RESIDENT,No,2020,4541,Electronic shopping and mail-order houses,,,650
RUSTIC BREAD BAKERY,URBAN DELI INC,133582,"1025 ROYAL AVE
NEW WESTMINSTER BC  V3M 1K3",,20201202000000,20210420,APPROVED,RESIDENT,No,2020,445291,Baked goods stores,,,651
PRORISE PAINTING & RENOVATIONS LTD,PRORISE PAINTING & RENOVATIONS LTD,133578,"BUSINESS - OUT OF TOWN
",,20201201000000,20201202,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,652
THE PLANT TRUCK BY PLANTSCAPES,"KELLER, ELIZABETH",133568,"BUSINESS - OUT OF TOWN
",,20201127000000,20201127,APPROVED,NON-RESIDENT,No,2020,454,Retail trade / Non-store retailers,,,654
GANDY INSTALLATION,0704827 BC LTD,133575,"BUSINESS - OUT OF TOWN
",,20201127000000,20210108,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,655
SMITH & ANDERSEN (VANCOUVER),SMITH & ANDERSEN (VANCOUVER),133567,"BUSINESS - OUT OF TOWN
",,20201127000000,20201127,APPROVED,NON-RESIDENT,No,2020,54133,Engineering services,,,656
ZKO DESIGN,"KOVACS, ZSOLT",133569,"211-320 SALTER ST
NEW WESTMINSTER BC  V3M 0K3",,20201127000000,20201208,APPROVED,RESIDENT,No,2020,54134,Drafting services,,,657
SILVER CLADDING INC,SILVER CLADDING INC,133566,"305-200 NELSON'S CRES
NEW WESTMINSTER BC  V3L 0H4",,20201126000000,20210210,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,658
URBAN FIREPLACES LTD,URBAN FIREPLACES LTD,133565,"BUSINESS - OUT OF TOWN
",,20201126000000,20210108,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,659
V CAFE,"NGUYEN, QUOC TAM",133564,"789 CARNARVON ST
NEW WESTMINSTER BC  V3M 1E6",,20201125000000,20210113,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,660
GREEN WAY DRIVING SCHOOL,"OROUJI, FATEMEH",133574,"807-425 CARNARVON ST
NEW WESTMINSTER BC  V3L 1C3",,20201125000000,20201224,APPROVED,RESIDENT,No,2020,61169,All other schools and instruction,,,662
FAST CELL REPAIR LTD,FAST CELL REPAIR LTD,133562,"33-800 MCBRIDE BLVD
NEW WESTMINSTER BC  V3L 2B8",,20201124000000,20201217,APPROVED,RESIDENT,No,2020,8114,Personal and household goods repair and maintenance,,,663
"AURORA-BELLA ABRAHAM, RMT","ABRAHAM, AURORA-BELLA",133563,"200-309 SIXTH ST
NEW WESTMINSTER BC  V3L 3A7",,20201124000000,20201208,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,665
ROSEMOUNT,"DUAN, MINGTAO",133560,"305 SECOND ST
NEW WESTMINSTER BC  V3L 2K7",,20201123000000,20210201,APPROVED,RESIDENT,No,2020,531111,Lessors of residential buildings and dwellings (except social housing projects),,,666
NEW WEST STATION DENTAL,DR. S. AYOGHI & DR. A. KADIVAR INC,133570,"104-900 CARNARVON ST
NEW WESTMINSTER BC  V3M 0K4",,20201123000000,20210112,APPROVED,RESIDENT,No,2020,6212,Offices of dentists,,,667
"SCHELL, DUNCAN EDWIN","SCHELL, DUNCAN EDWIN",133559,"BUSINESS - OUT OF TOWN
",,20201123000000,20211130,APPROVED,NON-RESIDENT,No,2020,236110,Residential building construction (handyman),,,668
ALTITUDE INTERNATIONAL BUSINESS SOLUTIONS,"DAGANATO, MARK EDISON",133558,"159 HENDRY PL
NEW WESTMINSTER BC  V3M 6L4",,20201120000000,20201202,APPROVED,RESIDENT,No,2020,54161,Management consulting services,,,670
LPK LAW CORPORATION,LPK LAW CORPORATION,133549,"301-1185 QUAYSIDE DR
NEW WESTMINSTER BC  V3M 6T8",,20201118000000,20211130,APPROVED,RESIDENT,No,2020,5411,Legal services,,,671
ROHOBOHT EXPRESS,"GOSHU, FASIL",133547,"78-620 QUEENS AVE
NEW WESTMINSTER BC  V3M 1L2",,20201118000000,20201201,APPROVED,RESIDENT,No,2020,4922,Local messengers and local delivery,,,672
FIRST LAW CORPORATION,FIRST LAW CORPORATION,133553,"102-93 SIXTH ST
NEW WESTMINSTER BC  V3L 2Z8",,20201118000000,20201126,APPROVED,RESIDENT,No,2020,5411,Legal services,,,673
CUSTOM AIR,CUSTOM AIR CONDITIONING LTD,133552,"BUSINESS - OUT OF TOWN
",,20201118000000,20201201,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,674
"CHOW, SUSAN","CHOW, SUSAN",133554,"304-119 AGNES ST
NEW WESTMINSTER BC  V3L 1E4",,20201118000000,20210210,APPROVED,RESIDENT,No,2020,81219,Other personal care services,,,675
CORAS AUTOMATION INC,CORAS AUTOMATION INC,133546,"1205-510 AGNES ST
NEW WESTMINSTER BC  V3L 0J6",,20201118000000,20211130,APPROVED,RESIDENT,No,2020,561621,Security systems services (except locksmiths),,,677
KINTO SHARE,TOYOTA CREDIT CANADA INC.,133550,"BUSINESS - OUT OF TOWN
",,20201118000000,20201118,APPROVED,NON-RESIDENT,No,2020,81299,All other personal services,,,678
1254266 BC LTD,1254266 BC LTD,133541,"BUSINESS - OUT OF TOWN
",,20201117000000,20201117,APPROVED,NON-RESIDENT,No,2020,238,Construction / Specialty trade contractors,,,679
LIBRA ENVELOPE INVESTMENTS LTD,LIBRA ENVELOPE INVESTMENTS LTD,133545,"BUSINESS - OUT OF TOWN
",,20201117000000,20211130,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,680
GREEN BREEZE HEATING AND COOLING LTD,GREEN BREEZE HEATING AND COOLING LTD,133537,"BUSINESS - OUT OF TOWN
",,20201116000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,681
DIGITAL MODULE,DIGITAL MODULE ENTERPRISE LTD,133540,"202-800 MCBRIDE BLVD
NEW WESTMINSTER BC  V3L 2B8",,20201116000000,20201126,APPROVED,RESIDENT,No,2020,5415,Computer systems design and related services,,,682
ARAMA TRUCKING LTD,ARAMA TRUCKING LTD,133539,"1319 DAN LEE AVE
NEW WESTMINSTER BC  V3M 6T5",,20201116000000,20201119,APPROVED,RESIDENT,No,2020,4922,Local messengers and local delivery,,,683
REX ELECTRICAL LTD,REX ELECTRICAL LTD,133536,"BUSINESS - OUT OF TOWN
",,20201116000000,20201117,APPROVED,NON-RESIDENT,No,2020,23821,Electrical contractors and other wiring installation contractors,,,684
HUME TRUCKING LTD,HUME TRUCKING LTD,133538,"240 HUME ST
NEW WESTMINSTER BC  V3M 5N5",,20201116000000,20211103,APPROVED,RESIDENT,No,2020,4922,Local messengers and local delivery,,,685
SEAN COX TATTOO,"COX, SEAN",133533,"207-332 COLUMBIA ST
NEW WESTMINSTER BC  V3L 1A6",,20201112000000,20201201,APPROVED,RESIDENT,No,2020,81299,All other personal services,,,686
INDIAN COURTYARD RESTAURANT,BILLOS FAST FOOD RESTAURANT LTD,133543,"609 TWELFTH ST
NEW WESTMINSTER BC  V3M 4J3",,20201112000000,20201217,APPROVED,RESIDENT,No,2020,722511,Full-service restaurants,,,687
PURPOSE COUNSELLING,"WIGGINS, MAKITA",133534,"216-318 WARD ST
NEW WESTMINSTER BC  V3L 5P3",,20201112000000,20201119,APPROVED,RESIDENT,No,2020,62419,Other individual and family services,,,688
ATLANTIS RESTORATION LTD,ATLANTIS RESTORATION LTD,133535,"BUSINESS - OUT OF TOWN
",,20201112000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,689
WESTMINSTER HOUSE SOCIETY,WESTMINSTER HOUSE SOCIETY,133532,"607 THIRD AVE
NEW WESTMINSTER BC  V3M 1J3",,20201109000000,20201204,APPROVED,RESIDENT,No,2020,8133,Social advocacy organizations,,,690
MCCALLUM HOUSE,TARAZI HOLDINGS LTD,133531,"76 COBURG ST
NEW WESTMINSTER BC  V3L 5G7",,20201106000000,20201204,APPROVED,RESIDENT,No,2020,531111,Lessors of residential buildings and dwellings (except social housing projects),,,691
ALOUETTE FIRE PROTECTION SERVICES,"ANDREWS, STUART",133529,"BUSINESS - OUT OF TOWN
",,20201106000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,692
GFT CONTRACTING,"TOME, GREGORY",133530,"BUSINESS - OUT OF TOWN
",,20201106000000,20201117,APPROVED,NON-RESIDENT,No,2020,236110,Residential building construction (handyman),,,693
MOUNTAIN DOG PLUMBING,"VERDUGO, ALEJANDRO F",133528,"BUSINESS - OUT OF TOWN
",,20201105000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,694
JONET CONSTRUCTION LTD,JONET CONSTRUCTION LTD,133526,"BUSINESS - OUT OF TOWN
",,20201105000000,20201117,APPROVED,NON-RESIDENT,No,2020,238,Construction / Specialty trade contractors,,,695
MBC GROUP,LES EVALUATIONS MARC BOURRET APPRAISAL INC,133524,"201-668 CARNARVON ST
NEW WESTMINSTER BC  V3M 5Y6",,20201104000000,20201126,APPROVED,RESIDENT,No,2020,54133,Engineering services,,,696
MBC GROUP,LES EVALUATIONS MARC BOURRET APPRAISAL INC,133525,"201-668 CARNARVON ST
NEW WESTMINSTER BC  V3M 5Y6",,20201104000000,20201130,APPROVED,RESIDENT,Yes,2020,54133,Engineering services,,,697
SOFINE JEWELRY,"GILL, SIMRAN",133523,"2135 NINTH AVE
NEW WESTMINSTER BC  V3M 3G8",,20201104000000,20201118,APPROVED,RESIDENT,No,2020,454,Retail trade / Non-store retailers,,,698
F S PLUMBING & HEATING SERVICES,"SAVARIN, FRANCO",133522,"BUSINESS - OUT OF TOWN
",,20201104000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,699
MANILA BBQ SUPER MART,C&C VACALARES ENTERPRISE INC,133521,"615 TWELFTH ST
NEW WESTMINSTER BC  V3M 4J3",,20201103000000,20201217,APPROVED,RESIDENT,No,2020,4451,Grocery stores,,,700
PACIFIC CLOUD KITCHEN LTD,PACIFIC CLOUD KITCHEN LTD,133520,"1122 FIFTH AVE
NEW WESTMINSTER BC  V3M 1Y6",,20201102000000,20210518,APPROVED,RESIDENT,No,2020,72232,Caterers,,,701
HM PLUMBING LTD,HM PLUMBING LTD,133519,"BUSINESS - OUT OF TOWN
",,20201102000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,702
MADIGACOS ENTERPRISES INC,MADIGACOS ENTERPRISES INC,133515,"207-737 CARNARVON ST
NEW WESTMINSTER BC  V3M 5X1",,20201030000000,20201117,APPROVED,RESIDENT,No,2020,454,Retail trade / Non-store retailers,,,703
BABY NOOK,BABY NOOK SHOP LTD,133518,"101-810 QUAYSIDE DR
NEW WESTMINSTER BC  V3M 6B9",,20201029000000,20201126,APPROVED,RESIDENT,No,2020,453,Retail trade / Misc. store retailers,,,704
PERIAKTOI TECHNICAL LTD,PERIAKTOI TECHNICAL LTD,133513,"204-1040 FOURTH AVE
NEW WESTMINSTER BC  V3M 1T4",,20201027000000,20201117,APPROVED,RESIDENT,No,2020,541,"Professional, scientific & technical services / Professional, scientific & technical services",,,705
MOVE THE TAIL CONSULTING INC,MOVE THE TAIL CONSULTING INC,133512,"3-1222 CAMERON ST
NEW WESTMINSTER BC  V3M 1W6",,20201027000000,20201117,APPROVED,RESIDENT,No,2020,54169,Other scientific and technical consulting services,,,706
RAKU SUSHI,BENTO INC,133510,"101-610 SIXTH ST
NEW WESTMINSTER BC  V3L 3C2",,20201026000000,20201120,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,707
DGD SEAFOOD LTD,DGD SEAFOOD LTD,133509,"576 COLBY ST
NEW WESTMINSTER BC  V3L 3Z1",,20201023000000,20201117,APPROVED,RESIDENT,No,2020,418,Wholesale trade / Miscellaneous wholesaler-distributors,,,708
TREELINE ADVENTURE TOURS,"EVANGELISTA, GRACIANN
COLASI, MIKE",133502,"BUSINESS - OUT OF TOWN
",,20201022000000,20201117,APPROVED,NON-RESIDENT,No,2020,56152,Tour operators,,,709
JT BECK LAW,"BECK, JT MICHAELIS",133505,"304-55 EIGHTH AVE
NEW WESTMINSTER BC  V3L 0E8",,20201022000000,20201117,APPROVED,RESIDENT,No,2020,5411,Legal services,,,710
SHOPPERS DRUG MART #2254,SAPPERTON PHARMACY LTD,133507,"288 E COLUMBIA ST
NEW WESTMINSTER BC  V3L 3E3",,20201022000000,20201120,APPROVED,RESIDENT,No,2020,44611,Pharmacies and drug stores,,,711
MIRASTAR ENERGY INC,MIRASTAR ENERGY INC,133508,"215 FOURTH ST
NEW WESTMINSTER BC  V3L 2T9",,20201022000000,20201117,APPROVED,RESIDENT,No,2020,54162,Environmental consulting services,,,712
PARALLAX INDUSTRIES LTD,PARALLAX INDUSTRIES LTD,133503,"BUSINESS - OUT OF TOWN
",,20201022000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,713
KIRKSTONE HEATING,KIRKSTONE HEATING LTD,133504,"BUSINESS - OUT OF TOWN
",,20201022000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,714
SMR PLUMBING AND HEATING LTD,SMR PLUMBING AND HEATING LTD,133506,"BUSINESS - OUT OF TOWN
",,20201022000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,715
I KNOW CANADA EDUCATION CONSULTANCY & IMMIGRATION SERVICES INC,I KNOW CANADA EDUCATION CONSULTANCY & IMMIGRATION SERVICES INC,133501,"305-1021 FOURTH AVE
NEW WESTMINSTER BC  V3M 1T3",,20201020000000,20201117,APPROVED,RESIDENT,No,2020,62419,Other individual and family services,,,716
INTIMATE SX,"MADDOCK, GWENDOLYN
VELASCO, DENNIS",133499,"644 COLUMBIA ST
NEW WESTMINSTER BC  V3M 1A9",,20201019000000,20201117,APPROVED,RESIDENT,No,2020,453,Retail trade / Misc. store retailers,,,717
SEWFISTICATED SERVICES,"MADDOCK, GWENDOLYN
VELASCO, DENNIS",133498,"644 COLUMBIA ST
NEW WESTMINSTER BC  V3M 1A9",,20201019000000,20201117,APPROVED,RESIDENT,No,2020,811490,Sewing/alterations,,,718
SJ STARR RAILINGS,"HARMS, STEVE",133497,"BUSINESS - OUT OF TOWN
",,20201019000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,719
WESTM PRODUCTS INCORPORATED,"HUANG, LI
SHI, YUFENG",133500,"1405-720 HAMILTON ST
NEW WESTMINSTER BC  V3M 7A6",,20201019000000,20201117,APPROVED,RESIDENT,No,2020,454,Retail trade / Non-store retailers,,,720
PHYTOSCIENCE HEALTH,"CHENG, GUO",133496,"406-625 FIFTH AVE
NEW WESTMINSTER BC  V3M 1X4",,20201016000000,20201117,APPROVED,RESIDENT,No,2020,62139,Offices of all other health practitioners,,,721
DR. RACHEL MALLORY INC,DR. RACHEL MALLORY INC,133491,"105 OVENS AVE
NEW WESTMINSTER BC  V3L 1Z1",,20201016000000,20201127,APPROVED,RESIDENT,No,2020,62133,Offices of mental health practitioners (except physicians),,,722
SIMONA CLEANING SERVICES,"BANILEVICI, SIMONA",133490,"210-404 ASH ST
NEW WESTMINSTER BC  V3M 3M9",,20201016000000,20201117,APPROVED,RESIDENT,No,2020,561722,Janitorial/Cleaning services (except window cleaning),,,723
AVALON TATTOO AND ART COLLECTIVE,"LAPLACELIERE, LUDWIG KLEVICH BRADLEY",133489,"339 COLUMBIA ST
NEW WESTMINSTER BC  V3L 5T6",,20201016000000,20210129,APPROVED,RESIDENT,No,2020,81299,All other personal services,,,724
HAWARI CONTRACTING LTD,HAWARI CONTRACTING LTD,133495,"1222 GALBRAITH AVE
NEW WESTMINSTER BC  V3M 6X2",,20201016000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,725
RANEETA GOPAL COUNSELLING SERVICES,"GOPAL, RANEETA",133494,"436 THIRD ST
NEW WESTMINSTER BC  V3L 2S2",,20201016000000,20201117,APPROVED,RESIDENT,No,2020,62133,Offices of mental health practitioners (except physicians),,,726
DAVIA & CO. INC.,DAVIA & CO. INC.,133492,"1801-258 NELSON'S CRT
NEW WESTMINSTER BC  V3L 0J9",,20201016000000,20201117,APPROVED,RESIDENT,No,2020,5418,"Advertising, public relations, and related services",,,727
KNIGHTS HOME SERVICES GROUP LTD,KNIGHTS HOME SERVICES GROUP LTD,133486,"417 FRONT ST
NEW WESTMINSTER BC  V3L 1A4",,20201015000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,728
EDUGLOBAL COLLEGE,RICHMOND INSTITUTE OF LANGUAGES INC,133487,"500-628 SIXTH AVE
NEW WESTMINSTER BC  V3M 6Z1",,20201015000000,20201117,APPROVED,RESIDENT,No,2020,61163,Language schools,,,729
STEVE'S POKE BAR,AZ RESTAURANTS (BREWERY DISTRICT) INC,133485,"237 NELSON'S CRES
NEW WESTMINSTER BC  V3L 0E3",,20201014000000,20201117,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,730
STEVE'S POKE BAR,AZ RESTAURANTS (BREWERY DISTRICT) INC,133627,"237 NELSON'S CRES
NEW WESTMINSTER BC  V3L 0E3",,20201014000000,20210616,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,731
NURTURING SOLES,"VALDEZ, AGNIESZKA",133484,"BUSINESS - OUT OF TOWN
",,20201013000000,20201117,APPROVED,NON-RESIDENT,No,2020,81219,Other personal care services,,,732
CG COMPANY CANADA LTD,CG COMPANY CANADA LTD,133483,"24-189 WOOD ST
NEW WESTMINSTER BC  V3M 0L7",,20201009000000,20201117,APPROVED,RESIDENT,No,2020,454,Retail trade / Non-store retailers,,,733
STOUTEN ENTERPRISES,"STOUTEN, MATTHEW JOHN",133478,"BUSINESS - OUT OF TOWN
",,20201008000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,734
JARROD MCKENNA PHOTOGRAPHY,"MCKENNA, JARROD",133479,"101-332 COLUMBIA ST
NEW WESTMINSTER BC  V3L 1A6",,20201008000000,20201117,APPROVED,RESIDENT,No,2020,54192,Photographic services,,,735
EARTH CONNECTION IMPORT & EXPORT,"FRANCA, MIGUEL NUNES",133480,"602-510 AGNES ST
NEW WESTMINSTER BC  V3L 0J6",,20201008000000,20201117,APPROVED,RESIDENT,No,2020,418,Wholesale trade / Miscellaneous wholesaler-distributors,,,736
WERNER SMITH MECHANICAL INC,WERNER SMITH MECHANICAL INC,133477,"BUSINESS - OUT OF TOWN
",,20201008000000,20201117,APPROVED,NON-RESIDENT,No,2020,23822,"Plumbing, heating and air-conditioning contractors",,,737
EVERGREEN ENVIRONMENTAL & RECLAMATION LTD,EVERGREEN ENVIRONMENTAL & RECLAMATION LTD,133474,"358 ALBERTA ST
NEW WESTMINSTER BC  V3L 3J5",,20201006000000,20201117,APPROVED,RESIDENT,No,2020,2389,Other specialty trade contractors,,,738
YORKVILLE UNIVERSITY,YORKVILLE EDUCATION COMPANY INC,133476,"300-88 SIXTH ST
NEW WESTMINSTER BC  V3L 5B3",,20201006000000,20201117,APPROVED,RESIDENT,No,2020,6113,Universities,,,739
REDRUM RECORDS,REDRUM RECORDS LTD,133472,"616 SIXTH ST
NEW WESTMINSTER BC  V3L 3C3",,20201006000000,20201117,APPROVED,RESIDENT,No,2020,45114,Musical instrument and supplies stores,,,740
DR. ALBERT W. CHAN INC.,DR. ALBERT W. CHAN INC.,133467,"206-301 E COLUMBIA ST
NEW WESTMINSTER BC  V3L 3W5",,20201005000000,20201117,APPROVED,RESIDENT,No,2020,6211,Offices of physicians,,,741
PETROCOM CONSTRUCTION LTD,PETROCOM CONSTRUCTION LTD,133468,"BUSINESS - OUT OF TOWN
",,20201005000000,20201117,APPROVED,NON-RESIDENT,No,2020,236220,Commercial and Institutional building construction,,,742
ANR CONSTRUCTION LTD,ANR CONSTRUCTION LTD,133469,"BUSINESS - OUT OF TOWN
",,20201005000000,20201117,APPROVED,NON-RESIDENT,No,2020,236220,Commercial and Institutional building construction,,,743
CAT (CLEAN AND TIDY),"KANG, LARK SHIL",133464,"904-707 SEVENTH AVE
NEW WESTMINSTER BC  V3M 2J2",,20201002000000,20201117,APPROVED,RESIDENT,No,2020,561722,Janitorial/Cleaning services (except window cleaning),,,744
H2O FIRE SYSTEMS LTD,H2O FIRE SYSTEMS LTD,133462,"BUSINESS - OUT OF TOWN
",,20201002000000,20201117,APPROVED,NON-RESIDENT,No,2020,2389,Other specialty trade contractors,,,745
CANADIAN 2 FOR 1 PIZZA,1259642 BC LTD,133465,"800 TWELFTH ST
NEW WESTMINSTER BC  V3M 4K1",,20201002000000,20201117,APPROVED,RESIDENT,No,2020,722512,Limited-service eating places,,,746
WARM HOUSE CONSTRUCTION LTD,WARM HOUSE CONSTRUCTION LTD,133463,"TH8-271 FRANCIS WAY
NEW WESTMINSTER BC  V3L 0H2",,20201002000000,20201117,APPROVED,RESIDENT,No,2020,236110,Residential building construction (handyman),,,747
